STATISTIC,Statistic Label,TLIST(A1),Year,C02164V02610,Type of Accommodation Used,C02276V02746,Domestic,UNIT,VALUE
HTA05C1,Number of Trips by Irish Residents,2016,2016,-,All types of accommodation,01,Domestic,Thousand,9359
HTA05C1,Number of Trips by Irish Residents,2016,2016,-,All types of accommodation,02,Outbound,Thousand,7644
HTA05C1,Number of Trips by Irish Residents,2016,2016,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2016,2016,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2016,2016,222,Friends/relatives,01,Domestic,Thousand,3256
HTA05C1,Number of Trips by Irish Residents,2016,2016,222,Friends/relatives,02,Outbound,Thousand,1841
HTA05C1,Number of Trips by Irish Residents,2016,2016,224,Own holiday home,01,Domestic,Thousand,486
HTA05C1,Number of Trips by Irish Residents,2016,2016,224,Own holiday home,02,Outbound,Thousand,150
HTA05C1,Number of Trips by Irish Residents,2016,2016,92,Guest house/bed &breakfast,01,Domestic,Thousand,416
HTA05C1,Number of Trips by Irish Residents,2016,2016,92,Guest house/bed &breakfast,02,Outbound,Thousand,195
HTA05C1,Number of Trips by Irish Residents,2016,2016,93,Hotel/conference centre,01,Domestic,Thousand,3666
HTA05C1,Number of Trips by Irish Residents,2016,2016,93,Hotel/conference centre,02,Outbound,Thousand,3457
HTA05C1,Number of Trips by Irish Residents,2016,2016,94,Self catering/rented house,01,Domestic,Thousand,864
HTA05C1,Number of Trips by Irish Residents,2016,2016,94,Self catering/rented house,02,Outbound,Thousand,1525
HTA05C1,Number of Trips by Irish Residents,2016,2016,999,Other,01,Domestic,Thousand,671
HTA05C1,Number of Trips by Irish Residents,2016,2016,999,Other,02,Outbound,Thousand,476
HTA05C2,Number of Nights by Irish Residents,2016,2016,-,All types of accommodation,01,Domestic,Thousand,25589
HTA05C2,Number of Nights by Irish Residents,2016,2016,-,All types of accommodation,02,Outbound,Thousand,56748
HTA05C2,Number of Nights by Irish Residents,2016,2016,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2016,2016,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2016,2016,222,Friends/relatives,01,Domestic,Thousand,8543
HTA05C2,Number of Nights by Irish Residents,2016,2016,222,Friends/relatives,02,Outbound,Thousand,13841
HTA05C2,Number of Nights by Irish Residents,2016,2016,224,Own holiday home,01,Domestic,Thousand,2196
HTA05C2,Number of Nights by Irish Residents,2016,2016,224,Own holiday home,02,Outbound,Thousand,2290
HTA05C2,Number of Nights by Irish Residents,2016,2016,92,Guest house/bed &breakfast,01,Domestic,Thousand,983
HTA05C2,Number of Nights by Irish Residents,2016,2016,92,Guest house/bed &breakfast,02,Outbound,Thousand,1361
HTA05C2,Number of Nights by Irish Residents,2016,2016,93,Hotel/conference centre,01,Domestic,Thousand,7143
HTA05C2,Number of Nights by Irish Residents,2016,2016,93,Hotel/conference centre,02,Outbound,Thousand,18936
HTA05C2,Number of Nights by Irish Residents,2016,2016,94,Self catering/rented house,01,Domestic,Thousand,3822
HTA05C2,Number of Nights by Irish Residents,2016,2016,94,Self catering/rented house,02,Outbound,Thousand,14858
HTA05C2,Number of Nights by Irish Residents,2016,2016,999,Other,01,Domestic,Thousand,2903
HTA05C2,Number of Nights by Irish Residents,2016,2016,999,Other,02,Outbound,Thousand,5462
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,-,All types of accommodation,01,Domestic,Nights per Trip,2.7
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,-,All types of accommodation,02,Outbound,Nights per Trip,7.4
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,134,Caravan/camping,01,Domestic,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,134,Caravan/camping,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,222,Friends/relatives,01,Domestic,Nights per Trip,2.6
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,222,Friends/relatives,02,Outbound,Nights per Trip,7.5
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,224,Own holiday home,01,Domestic,Nights per Trip,4.5
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,224,Own holiday home,02,Outbound,Nights per Trip,15.3
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,92,Guest house/bed &breakfast,01,Domestic,Nights per Trip,2.4
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,92,Guest house/bed &breakfast,02,Outbound,Nights per Trip,7
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,93,Hotel/conference centre,01,Domestic,Nights per Trip,1.9
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,93,Hotel/conference centre,02,Outbound,Nights per Trip,5.5
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,94,Self catering/rented house,01,Domestic,Nights per Trip,4.4
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,94,Self catering/rented house,02,Outbound,Nights per Trip,9.7
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,999,Other,01,Domestic,Nights per Trip,4.3
HTA05C3,Average Length of Stay by Irish Residents,2016,2016,999,Other,02,Outbound,Nights per Trip,11.5
HTA05C1,Number of Trips by Irish Residents,2017,2017,-,All types of accommodation,01,Domestic,Thousand,9626
HTA05C1,Number of Trips by Irish Residents,2017,2017,-,All types of accommodation,02,Outbound,Thousand,8171
HTA05C1,Number of Trips by Irish Residents,2017,2017,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2017,2017,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2017,2017,222,Friends/relatives,01,Domestic,Thousand,3096
HTA05C1,Number of Trips by Irish Residents,2017,2017,222,Friends/relatives,02,Outbound,Thousand,1747
HTA05C1,Number of Trips by Irish Residents,2017,2017,224,Own holiday home,01,Domestic,Thousand,462
HTA05C1,Number of Trips by Irish Residents,2017,2017,224,Own holiday home,02,Outbound,Thousand,165
HTA05C1,Number of Trips by Irish Residents,2017,2017,92,Guest house/bed &breakfast,01,Domestic,Thousand,511
HTA05C1,Number of Trips by Irish Residents,2017,2017,92,Guest house/bed &breakfast,02,Outbound,Thousand,258
HTA05C1,Number of Trips by Irish Residents,2017,2017,93,Hotel/conference centre,01,Domestic,Thousand,3894
HTA05C1,Number of Trips by Irish Residents,2017,2017,93,Hotel/conference centre,02,Outbound,Thousand,3706
HTA05C1,Number of Trips by Irish Residents,2017,2017,94,Self catering/rented house,01,Domestic,Thousand,895
HTA05C1,Number of Trips by Irish Residents,2017,2017,94,Self catering/rented house,02,Outbound,Thousand,1598
HTA05C1,Number of Trips by Irish Residents,2017,2017,999,Other,01,Domestic,Thousand,768
HTA05C1,Number of Trips by Irish Residents,2017,2017,999,Other,02,Outbound,Thousand,697
HTA05C2,Number of Nights by Irish Residents,2017,2017,-,All types of accommodation,01,Domestic,Thousand,25539
HTA05C2,Number of Nights by Irish Residents,2017,2017,-,All types of accommodation,02,Outbound,Thousand,57698
HTA05C2,Number of Nights by Irish Residents,2017,2017,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2017,2017,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2017,2017,222,Friends/relatives,01,Domestic,Thousand,8305
HTA05C2,Number of Nights by Irish Residents,2017,2017,222,Friends/relatives,02,Outbound,Thousand,12558
HTA05C2,Number of Nights by Irish Residents,2017,2017,224,Own holiday home,01,Domestic,Thousand,1716
HTA05C2,Number of Nights by Irish Residents,2017,2017,224,Own holiday home,02,Outbound,Thousand,1525
HTA05C2,Number of Nights by Irish Residents,2017,2017,92,Guest house/bed &breakfast,01,Domestic,Thousand,1139
HTA05C2,Number of Nights by Irish Residents,2017,2017,92,Guest house/bed &breakfast,02,Outbound,Thousand,1598
HTA05C2,Number of Nights by Irish Residents,2017,2017,93,Hotel/conference centre,01,Domestic,Thousand,7228
HTA05C2,Number of Nights by Irish Residents,2017,2017,93,Hotel/conference centre,02,Outbound,Thousand,19439
HTA05C2,Number of Nights by Irish Residents,2017,2017,94,Self catering/rented house,01,Domestic,Thousand,3952
HTA05C2,Number of Nights by Irish Residents,2017,2017,94,Self catering/rented house,02,Outbound,Thousand,15324
HTA05C2,Number of Nights by Irish Residents,2017,2017,999,Other,01,Domestic,Thousand,3198
HTA05C2,Number of Nights by Irish Residents,2017,2017,999,Other,02,Outbound,Thousand,7252
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,-,All types of accommodation,01,Domestic,Nights per Trip,2.7
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,-,All types of accommodation,02,Outbound,Nights per Trip,7.1
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,134,Caravan/camping,01,Domestic,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,134,Caravan/camping,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,222,Friends/relatives,01,Domestic,Nights per Trip,2.7
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,222,Friends/relatives,02,Outbound,Nights per Trip,7.2
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,224,Own holiday home,01,Domestic,Nights per Trip,3.7
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,224,Own holiday home,02,Outbound,Nights per Trip,9.2
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,92,Guest house/bed &breakfast,01,Domestic,Nights per Trip,2.2
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,92,Guest house/bed &breakfast,02,Outbound,Nights per Trip,6.2
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,93,Hotel/conference centre,01,Domestic,Nights per Trip,1.9
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,93,Hotel/conference centre,02,Outbound,Nights per Trip,5.2
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,94,Self catering/rented house,01,Domestic,Nights per Trip,4.4
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,94,Self catering/rented house,02,Outbound,Nights per Trip,9.6
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,999,Other,01,Domestic,Nights per Trip,4.2
HTA05C3,Average Length of Stay by Irish Residents,2017,2017,999,Other,02,Outbound,Nights per Trip,10.4
HTA05C1,Number of Trips by Irish Residents,2018,2018,-,All types of accommodation,01,Domestic,Thousand,10919
HTA05C1,Number of Trips by Irish Residents,2018,2018,-,All types of accommodation,02,Outbound,Thousand,8643
HTA05C1,Number of Trips by Irish Residents,2018,2018,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2018,2018,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2018,2018,222,Friends/relatives,01,Domestic,Thousand,3825
HTA05C1,Number of Trips by Irish Residents,2018,2018,222,Friends/relatives,02,Outbound,Thousand,1931
HTA05C1,Number of Trips by Irish Residents,2018,2018,224,Own holiday home,01,Domestic,Thousand,704
HTA05C1,Number of Trips by Irish Residents,2018,2018,224,Own holiday home,02,Outbound,Thousand,167
HTA05C1,Number of Trips by Irish Residents,2018,2018,92,Guest house/bed &breakfast,01,Domestic,Thousand,465
HTA05C1,Number of Trips by Irish Residents,2018,2018,92,Guest house/bed &breakfast,02,Outbound,Thousand,254
HTA05C1,Number of Trips by Irish Residents,2018,2018,93,Hotel/conference centre,01,Domestic,Thousand,4226
HTA05C1,Number of Trips by Irish Residents,2018,2018,93,Hotel/conference centre,02,Outbound,Thousand,4201
HTA05C1,Number of Trips by Irish Residents,2018,2018,94,Self catering/rented house,01,Domestic,Thousand,853
HTA05C1,Number of Trips by Irish Residents,2018,2018,94,Self catering/rented house,02,Outbound,Thousand,1426
HTA05C1,Number of Trips by Irish Residents,2018,2018,999,Other,01,Domestic,Thousand,845
HTA05C1,Number of Trips by Irish Residents,2018,2018,999,Other,02,Outbound,Thousand,663
HTA05C2,Number of Nights by Irish Residents,2018,2018,-,All types of accommodation,01,Domestic,Thousand,28393
HTA05C2,Number of Nights by Irish Residents,2018,2018,-,All types of accommodation,02,Outbound,Thousand,60623
HTA05C2,Number of Nights by Irish Residents,2018,2018,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2018,2018,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2018,2018,222,Friends/relatives,01,Domestic,Thousand,9459
HTA05C2,Number of Nights by Irish Residents,2018,2018,222,Friends/relatives,02,Outbound,Thousand,14695
HTA05C2,Number of Nights by Irish Residents,2018,2018,224,Own holiday home,01,Domestic,Thousand,3741
HTA05C2,Number of Nights by Irish Residents,2018,2018,224,Own holiday home,02,Outbound,Thousand,2332
HTA05C2,Number of Nights by Irish Residents,2018,2018,92,Guest house/bed &breakfast,01,Domestic,Thousand,983
HTA05C2,Number of Nights by Irish Residents,2018,2018,92,Guest house/bed &breakfast,02,Outbound,Thousand,1487
HTA05C2,Number of Nights by Irish Residents,2018,2018,93,Hotel/conference centre,01,Domestic,Thousand,7837
HTA05C2,Number of Nights by Irish Residents,2018,2018,93,Hotel/conference centre,02,Outbound,Thousand,22257
HTA05C2,Number of Nights by Irish Residents,2018,2018,94,Self catering/rented house,01,Domestic,Thousand,3537
HTA05C2,Number of Nights by Irish Residents,2018,2018,94,Self catering/rented house,02,Outbound,Thousand,13046
HTA05C2,Number of Nights by Irish Residents,2018,2018,999,Other,01,Domestic,Thousand,2835
HTA05C2,Number of Nights by Irish Residents,2018,2018,999,Other,02,Outbound,Thousand,6806
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,-,All types of accommodation,01,Domestic,Nights per Trip,2.6
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,-,All types of accommodation,02,Outbound,Nights per Trip,7
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,134,Caravan/camping,01,Domestic,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,134,Caravan/camping,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,222,Friends/relatives,01,Domestic,Nights per Trip,2.5
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,222,Friends/relatives,02,Outbound,Nights per Trip,7.6
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,224,Own holiday home,01,Domestic,Nights per Trip,5.3
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,224,Own holiday home,02,Outbound,Nights per Trip,14
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,92,Guest house/bed &breakfast,01,Domestic,Nights per Trip,2.1
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,92,Guest house/bed &breakfast,02,Outbound,Nights per Trip,5.9
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,93,Hotel/conference centre,01,Domestic,Nights per Trip,1.9
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,93,Hotel/conference centre,02,Outbound,Nights per Trip,5.3
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,94,Self catering/rented house,01,Domestic,Nights per Trip,4.1
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,94,Self catering/rented house,02,Outbound,Nights per Trip,9.1
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,999,Other,01,Domestic,Nights per Trip,3.4
HTA05C3,Average Length of Stay by Irish Residents,2018,2018,999,Other,02,Outbound,Nights per Trip,10.3
HTA05C1,Number of Trips by Irish Residents,2019,2019,-,All types of accommodation,01,Domestic,Thousand,11621
HTA05C1,Number of Trips by Irish Residents,2019,2019,-,All types of accommodation,02,Outbound,Thousand,9350
HTA05C1,Number of Trips by Irish Residents,2019,2019,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2019,2019,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2019,2019,222,Friends/relatives,01,Domestic,Thousand,4074
HTA05C1,Number of Trips by Irish Residents,2019,2019,222,Friends/relatives,02,Outbound,Thousand,1895
HTA05C1,Number of Trips by Irish Residents,2019,2019,224,Own holiday home,01,Domestic,Thousand,618
HTA05C1,Number of Trips by Irish Residents,2019,2019,224,Own holiday home,02,Outbound,Thousand,167
HTA05C1,Number of Trips by Irish Residents,2019,2019,92,Guest house/bed &breakfast,01,Domestic,Thousand,560
HTA05C1,Number of Trips by Irish Residents,2019,2019,92,Guest house/bed &breakfast,02,Outbound,Thousand,252
HTA05C1,Number of Trips by Irish Residents,2019,2019,93,Hotel/conference centre,01,Domestic,Thousand,4553
HTA05C1,Number of Trips by Irish Residents,2019,2019,93,Hotel/conference centre,02,Outbound,Thousand,4387
HTA05C1,Number of Trips by Irish Residents,2019,2019,94,Self catering/rented house,01,Domestic,Thousand,900
HTA05C1,Number of Trips by Irish Residents,2019,2019,94,Self catering/rented house,02,Outbound,Thousand,1926
HTA05C1,Number of Trips by Irish Residents,2019,2019,999,Other,01,Domestic,Thousand,916
HTA05C1,Number of Trips by Irish Residents,2019,2019,999,Other,02,Outbound,Thousand,724
HTA05C2,Number of Nights by Irish Residents,2019,2019,-,All types of accommodation,01,Domestic,Thousand,29469
HTA05C2,Number of Nights by Irish Residents,2019,2019,-,All types of accommodation,02,Outbound,Thousand,66927
HTA05C2,Number of Nights by Irish Residents,2019,2019,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2019,2019,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2019,2019,222,Friends/relatives,01,Domestic,Thousand,10156
HTA05C2,Number of Nights by Irish Residents,2019,2019,222,Friends/relatives,02,Outbound,Thousand,14634
HTA05C2,Number of Nights by Irish Residents,2019,2019,224,Own holiday home,01,Domestic,Thousand,2882
HTA05C2,Number of Nights by Irish Residents,2019,2019,224,Own holiday home,02,Outbound,Thousand,2089
HTA05C2,Number of Nights by Irish Residents,2019,2019,92,Guest house/bed &breakfast,01,Domestic,Thousand,1265
HTA05C2,Number of Nights by Irish Residents,2019,2019,92,Guest house/bed &breakfast,02,Outbound,Thousand,1501
HTA05C2,Number of Nights by Irish Residents,2019,2019,93,Hotel/conference centre,01,Domestic,Thousand,8297
HTA05C2,Number of Nights by Irish Residents,2019,2019,93,Hotel/conference centre,02,Outbound,Thousand,23295
HTA05C2,Number of Nights by Irish Residents,2019,2019,94,Self catering/rented house,01,Domestic,Thousand,3503
HTA05C2,Number of Nights by Irish Residents,2019,2019,94,Self catering/rented house,02,Outbound,Thousand,16616
HTA05C2,Number of Nights by Irish Residents,2019,2019,999,Other,01,Domestic,Thousand,3366
HTA05C2,Number of Nights by Irish Residents,2019,2019,999,Other,02,Outbound,Thousand,8791
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,-,All types of accommodation,01,Domestic,Nights per Trip,2.5
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,-,All types of accommodation,02,Outbound,Nights per Trip,7.2
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,134,Caravan/camping,01,Domestic,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,134,Caravan/camping,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,222,Friends/relatives,01,Domestic,Nights per Trip,2.5
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,222,Friends/relatives,02,Outbound,Nights per Trip,7.7
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,224,Own holiday home,01,Domestic,Nights per Trip,4.7
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,224,Own holiday home,02,Outbound,Nights per Trip,12.5
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,92,Guest house/bed &breakfast,01,Domestic,Nights per Trip,2.3
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,92,Guest house/bed &breakfast,02,Outbound,Nights per Trip,6
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,93,Hotel/conference centre,01,Domestic,Nights per Trip,1.8
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,93,Hotel/conference centre,02,Outbound,Nights per Trip,5.3
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,94,Self catering/rented house,01,Domestic,Nights per Trip,3.9
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,94,Self catering/rented house,02,Outbound,Nights per Trip,8.6
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,999,Other,01,Domestic,Nights per Trip,3.7
HTA05C3,Average Length of Stay by Irish Residents,2019,2019,999,Other,02,Outbound,Nights per Trip,12.1
HTA05C1,Number of Trips by Irish Residents,2020,2020,-,All types of accommodation,01,Domestic,Thousand,7721
HTA05C1,Number of Trips by Irish Residents,2020,2020,-,All types of accommodation,02,Outbound,Thousand,2365
HTA05C1,Number of Trips by Irish Residents,2020,2020,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2020,2020,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2020,2020,222,Friends/relatives,01,Domestic,Thousand,2841
HTA05C1,Number of Trips by Irish Residents,2020,2020,222,Friends/relatives,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2020,2020,224,Own holiday home,01,Domestic,Thousand,475
HTA05C1,Number of Trips by Irish Residents,2020,2020,224,Own holiday home,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2020,2020,92,Guest house/bed &breakfast,01,Domestic,Thousand,341
HTA05C1,Number of Trips by Irish Residents,2020,2020,92,Guest house/bed &breakfast,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2020,2020,93,Hotel/conference centre,01,Domestic,Thousand,2623
HTA05C1,Number of Trips by Irish Residents,2020,2020,93,Hotel/conference centre,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2020,2020,94,Self catering/rented house,01,Domestic,Thousand,949
HTA05C1,Number of Trips by Irish Residents,2020,2020,94,Self catering/rented house,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2020,2020,999,Other,01,Domestic,Thousand,493
HTA05C1,Number of Trips by Irish Residents,2020,2020,999,Other,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2020,2020,-,All types of accommodation,01,Domestic,Thousand,23518
HTA05C2,Number of Nights by Irish Residents,2020,2020,-,All types of accommodation,02,Outbound,Thousand,15597
HTA05C2,Number of Nights by Irish Residents,2020,2020,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2020,2020,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2020,2020,222,Friends/relatives,01,Domestic,Thousand,8769
HTA05C2,Number of Nights by Irish Residents,2020,2020,222,Friends/relatives,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2020,2020,224,Own holiday home,01,Domestic,Thousand,2212
HTA05C2,Number of Nights by Irish Residents,2020,2020,224,Own holiday home,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2020,2020,92,Guest house/bed &breakfast,01,Domestic,Thousand,935
HTA05C2,Number of Nights by Irish Residents,2020,2020,92,Guest house/bed &breakfast,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2020,2020,93,Hotel/conference centre,01,Domestic,Thousand,5427
HTA05C2,Number of Nights by Irish Residents,2020,2020,93,Hotel/conference centre,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2020,2020,94,Self catering/rented house,01,Domestic,Thousand,4531
HTA05C2,Number of Nights by Irish Residents,2020,2020,94,Self catering/rented house,02,Outbound,Thousand,NA
HTA05C2,Number of Nights by Irish Residents,2020,2020,999,Other,01,Domestic,Thousand,1643
HTA05C2,Number of Nights by Irish Residents,2020,2020,999,Other,02,Outbound,Thousand,NA
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,-,All types of accommodation,01,Domestic,Nights per Trip,3
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,-,All types of accommodation,02,Outbound,Nights per Trip,6.6
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,134,Caravan/camping,01,Domestic,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,134,Caravan/camping,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,222,Friends/relatives,01,Domestic,Nights per Trip,3.1
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,222,Friends/relatives,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,224,Own holiday home,01,Domestic,Nights per Trip,4.7
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,224,Own holiday home,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,92,Guest house/bed &breakfast,01,Domestic,Nights per Trip,2.7
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,92,Guest house/bed &breakfast,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,93,Hotel/conference centre,01,Domestic,Nights per Trip,2.1
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,93,Hotel/conference centre,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,94,Self catering/rented house,01,Domestic,Nights per Trip,4.8
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,94,Self catering/rented house,02,Outbound,Nights per Trip,NA
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,999,Other,01,Domestic,Nights per Trip,3.3
HTA05C3,Average Length of Stay by Irish Residents,2020,2020,999,Other,02,Outbound,Nights per Trip,NA
HTA05C1,Number of Trips by Irish Residents,2021,2021,-,All types of accommodation,01,Domestic,Thousand,5663
HTA05C1,Number of Trips by Irish Residents,2021,2021,-,All types of accommodation,02,Outbound,Thousand,2276
HTA05C1,Number of Trips by Irish Residents,2021,2021,134,Caravan/camping,01,Domestic,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2021,2021,134,Caravan/camping,02,Outbound,Thousand,NA
HTA05C1,Number of Trips by Irish Residents,2021,2021,222,Friends/relatives,01,Domestic,Thousand,2101
HTA05C1,Number of Trips by Irish Residents,2021,2021,222,Friends/relatives,02,Outbound,Thousand,800
HTA05C1,Number of Trips by Irish Residents,2021,2021,224,Own holiday home,01,Domestic,Thousand,324
HTA05C1,Number of Trips by Irish Residents,2021,2021,224,Own holiday home,02,Outbound,Thousand,73
HTA05C1,Number of Trips by Irish Residents,2021,2021,92,Guest house/bed &breakfast,01,Domestic,Thousand,213
HTA05C1,Number of Trips by Irish Residents,2021,2021,92,Guest house/bed &breakfast,02,Outbound,Thousand,72
HTA05C1,Number of Trips by Irish Residents,2021,2021,93,Hotel/conference centre,01,Domestic,Thousand,1824
HTA05C1,Number of Trips by Irish Residents,2021,2021,93,Hotel/conference centre,02,Outbound,Thousand,940
HTA05C1,Number of Trips by Irish Residents,2021,2021,94,Self catering/rented house,01,Domestic,Thousand,660
HTA05C1,Number of Trips by Irish Residents,2021,2021,94,Self catering/rented house,02,Outbound,Thousand,276
HTA05C1,Number of Trips by Irish Residents,2021,2021,999,Other,01,Domestic,Thousand,541
HTA05C1,Number of Trips by Irish Residents,2021,2021,999,Other,02,Outbound,Thousand,116
HTA05C2,Number of Nights by Irish Residents,2021,2021,-,All types of accommodation,01,Domestic,Thousand,17886
HTA05C2,Number of Nights by Irish Residents,2021,2021,-,All types of accommodation,02,Outbound,Thousand,17443
