SA2_CODE21,SA2_NAME21,longitude,latitude,CBR_drive_minutes,SYD_drive_minutes,MEL_drive_minutes,CBR_drive_km,SYD_drive_km,MEL_drive_km
102021048,Gorokan - Kanwal - Charmhaven,151.50079867299158,-33.25526289,252.158,105.0125,599.9599999999999,381.92809,121.29673,959.7483100000001
102021049,Jilliby - Yarramalong,151.31019002492096,-33.17442345,264.13849999999996,116.993,611.9405,377.96775,117.33638,955.788
102021050,Lake Munmorah - Mannering Park,151.5646127799326,-33.1768307,255.96366666666665,108.81816666666667,603.7656666666667,390.02881,129.39742999999999,967.84906
102021051,Ourimbah - Fountaindale,151.3298404651751,-33.31445118,264.8275,117.682,612.6294999999999,367.97641,107.34503,945.79663
102021052,Summerland Point - Gwandalan,151.5783022651129,-33.13281823,264.7078333333333,117.56233333333333,612.5098333333333,398.14428000000004,137.51291,975.9645
102021053,The Entrance,151.4923118304864,-33.35620311,255.40233333333333,108.25666666666666,603.2041666666667,375.01306,114.38169,952.8333100000001
102021054,Toukley - Norah Head,151.55376132180615,-33.27143139,261.2561666666667,114.11066666666667,609.0581666666666,388.07784000000004,127.44647,965.8980600000001
102021055,Tuggerah - Kangy Angy,151.42011972787907,-33.30160037,240.23366666666666,93.08816666666667,588.0356666666667,369.41080999999997,108.77945,947.2310600000001
102021056,Warnervale - Wadalba,151.44999225568108,-33.24894997,245.1,97.95450000000001,592.902,377.893,117.26163000000001,955.71325
102021057,Wyong,151.43571771083074,-33.2794905,244.08566666666667,96.94016666666667,591.8876666666667,371.92209,111.29073,949.7423100000001
103011059,Bathurst - East,149.63393447419182,-33.4160339,206.94750000000002,198.0625,519.8661666666667,258.78572,203.7425,774.69813
103011060,Bathurst Surrounds,149.7862608,-33.43143635,213.71516666666668,190.47966666666667,537.332,280.84103000000005,188.98675,791.857
103011061,Oberon,149.78350012446168,-33.86778535,164.03233333333336,214.66083333333333,505.74683333333337,214.99297,304.36215999999996,784.75638
103011612,Bathurst - South,149.59004107198373,-33.45836979,197.74316666666667,208.45333333333335,515.6659999999999,253.49381,210.58008999999998,777.7259399999999
103011613,Bathurst - West,149.55581920003945,-33.37576312,210.20200000000003,208.23033333333333,513.6501666666667,262.87106,216.50675,772.95038
103021062,Condobolin,147.1305277802907,-32.80504907,332.245,432.5416666666667,494.1138333333334,420.51563,612.3999399999999,721.422
103021063,Cowra,148.65561059310028,-33.78981635,164.33533333333335,264.632,436.4448333333333,206.07941,397.96369,666.62725
103021064,Cowra Surrounds,148.7991270469967,-33.71769514,175.535,273.75866666666667,447.405,223.61098,297.89884,684.0608100000001
103021065,Forbes,147.98311857240714,-33.44313537,225.40166666666667,325.6985,449.1446666666667,287.6075,479.49178,688.52144
103021066,Grenfell,148.05332218942627,-33.90500353,198.98149999999998,299.27816666666666,426.826,231.43977999999998,423.32406,636.84894
103021067,Parkes (NSW),148.17820422977238,-33.17781909,239.8725,334.05933333333337,474.867,304.44831,366.77028,718.6461899999999
103021068,Parkes Surrounds,147.9676132941949,-32.92665002,268.82416666666666,363.011,505.64433333333335,343.94494,406.26691,762.37169
103021069,West Wyalong,147.01644978950068,-33.89569742,249.28400000000002,349.5806666666667,395.21666666666664,310.04356,501.92784,585.39313
103031070,Lithgow,150.12232625590516,-33.48335034,224.01516666666666,162.82883333333334,562.6196666666667,290.9435,150.16788,831.70925
103031071,Lithgow Surrounds,150.00600081415797,-33.32768681,223.36633333333333,177.44650000000001,557.2806666666667,298.10846999999995,172.47539,823.5280600000001
103031072,Mudgee,149.5948804911131,-32.6134909,294.24083333333334,247.01916666666665,604.2303333333333,380.23938,269.87069,894.57681
103031073,Mudgee Surrounds - East,150.0656087284359,-32.72453694,300.3625,253.14083333333335,610.3520000000001,368.42994,258.06125,882.76738
103031074,Mudgee Surrounds - West,149.66484724217486,-32.38797437,337.2235,290.002,627.7683333333333,415.7345,305.36581,913.4506899999999
103031075,Wollangambe - Wollemi,150.47817884684108,-33.12887549,266.916,272.2229167,552.80475,328.926475,284.231765,817.57619
